regon,nip,krs,nazwa,formaPrawna,formaWlasnosci,adresSiedziby,wojewodztwo,powiat,gmina,miejscowosc,kodPocztowy,telefon,email,stronaWWW,pkd,dataPowstania
604881250,2258720598,0000247629,Nova Data Spółka Akcyjna,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"ul. Srebrna 96, 07-320 Łódź",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ,41-578,+48 637 999 556,biuro79@example.test,https://www.podmiot79.example.test,64.99.Z,2010-06-13
755281320,0436782118,,MICHAŁ WOŹNIAK POŚREDNICTWO,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"ul. Bałtycka 38/19, 88-478 Gdańsk",ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE,00-911,+48 504 419 636,biuro80@example.test,https://www.podmiot80.example.test,62.02.Z,2024-09-09
715803205,3957264623,0000473502,Aurum Invest spółka z ograniczoną odpowiedzialnością,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"93-710 Gdynia, ul Długa 128",POMORSKIE,GDYNIA,GDYNIA,GDYNIA,11-762,(48) 675727260,biuro81@example.test,,62.01.Z,2019-11-16
126346749,9086148815,0000034752,POLARIS CAPITAL SERVICES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"ulica Głogowska 35, 91-852 Szczecin",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,SZCZECIN,21-971,48-774-762-201,biuro82@example.test,https://www.podmiot82.example.test,62.02.Z,2021-10-03
640144634,3769877746,,KRZYSZTOF JASIEŃSKI USŁUGI FINANSOWE,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"ul. Leśna 121/1, 08-852 Lublin",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK,77-121,48-741-651-952,biuro83@example.test,,62.02.Z,2017-12-26
304680689,1824123035,,BARTOSZ KRAWCZYK POŚREDNICTWO,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"47-166 Opole, ul Wiosenna 84 m. 9",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ,75-676,+48 795 241 484,biuro84@example.test,,62.01.Z,2019-07-14
775374370,4567134480,,MARIA KOZŁOWSKA BIURO UBEZPIECZEŃ,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ulica Głogowska 165/57, 15-670 Poznań",PODKARPACKIE,RZESZÓW,RZESZÓW,RZESZÓW,90-823,+48 788 544 840,biuro85@example.test,https://www.podmiot85.example.test,62.02.Z,2015-02-26
988955900,8364867653,0000645286,VISTULA FINTECH POLSKA SPÓŁKA AKCYJNA,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"91-622 Toruń, ul Żeromskiego 110 m. 35",KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,TORUŃ,02-862,608382514,biuro86@example.test,https://www.podmiot86.example.test,64.99.Z,2024-10-09
297511090,8380660220,,KRZYSZTOF KRAWCZYK BIURO UBEZPIECZEŃ,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ul. Jarzębinowa 154/83, 56-663 Warszawa",KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,TORUŃ,94-700,(48) 546782858,biuro87@example.test,,64.99.Z,2011-05-20
217928820,7122521152,0000416481,Baltic Med Supply SP Z O O,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"Żeromskiego 141/75, 82-63 Łódź",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ,89-810,48-714-515-484,biuro88@example.test,https://www.podmiot88.example.test,62.02.Z,2013-05-24
326497123,9801794132,,ELŻBIETA KRAWCZYK USŁUGI FINANSOWE,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ulica Wiosenna 72/25, 46-848 Wrocław",KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ,69-328,503535575,biuro89@example.test,https://www.podmiot89.example.test,66.22.Z,2020-04-01
102008043,1541390438,0000318243,ORBIS RETAIL SOLUTIONS MARKETS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"Wiosenna 40, 14-302 Olsztyn",WARMIŃSKO-MAZURSKIE,OLSZTYN,OLSZTYN,OLSZTYN,83-974,+48 572 415 345,biuro90@example.test,https://www.podmiot90.example.test,64.99.Z,2020-03-27
284457711,6012113693,0000725853,Quantum Services Markets sp. z o.o.,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"ulica Kościuszki 39/82, 00-496 Wrocław",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW,04-663,(48) 707113357,biuro91@example.test,,62.02.Z,2023-04-25
504257750,8421639749,,KATARZYNA PIOTROWSKA BIURO UBEZPIECZEŃ,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"ul. Krótka 29/89, 78-745 Poznań",LUBELSKIE,LUBLIN,LUBLIN,LUBLIN,28-310,48-640-111-570,biuro92@example.test,https://www.podmiot92.example.test,66.22.Z,2018-02-12
844587196,0399476857,0000041143,Silesia Invest sp z oo,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"Prtowa 120/30, 14-830 Poznań",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ,73-242,48-678-244-296,biuro93@example.test,https://www.podmiot93.example.test,62.01.Z,2022-11-05
014902714,8882658673,,MAREK ZIELIŃSKI USŁUGI FINANSOWE,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"ulica Kościuszki 14/93, 82-293 Rzeszów",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ,24-686,778202081,biuro94@example.test,,62.02.Z,2011-04-24
170052999,8269771792,0000486259,LUMEN ADVISORY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"ulica Polna 36, 83-940 Kraków",MAŁOPOLSKIE,KRAKÓW,KRAKÓW,KRAKÓW,77-439,704992244,biuro95@example.test,https://www.podmiot95.example.test,64.99.Z,2015-09-11
122530775,0759657349,,ROBERT DĄBROWSKI BIURO UBEZPIECZEŃ,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ulica Żeromskiego 123, 19-850 Katowice",WARMIŃSKO-MAZURSKIE,OLSZTYN,OLSZTYN,OLSZTYN,91-996,526874664,biuro96@example.test,https://www.podmiot96.example.test,62.02.Z,2013-04-15
203988313,5883285451,0000903502,Orbis Retail Solutions sp. z o.o.,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"ulica Mickiewicza 104/32, 01-145 Poznań",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ,14-114,(48) 664380277,biuro97@example.test,https://www.podmiot97.example.test,66.22.Z,2010-07-24
460156562,9881009743,0000642286,VISTULA FINTECH SP. Z O.O.,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"20-576 Katowice, ul Portowa 81",ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE,46-490,48-544-341-291,biuro98@example.test,,62.01.Z,2020-01-10
320348451,9344205694,,MARCIN LEWANDOWSKI POŚREDNICTWO,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"Długa 48/86, 08-425 Szczecin",KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ,32-100,48-599-276-028,biuro99@example.test,https://www.podmiot99.example.test,66.22.Z,2013-01-13
231173612,4746089951,,BARTOSZ DĄBROWSKI STUDIO DANYCH,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ul. Srebrna 47/75, 16-504 Warszawa",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,SZCZECIN,43-183,48-743-197-749,biuro100@example.test,https://www.podmiot100.example.test,62.01.Z,2010-01-07
417480632,3810691374,0000226006,NEBULA ANALYTICS POLSKA SPÓŁKA AKCYJNA,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"Słoneczna 74, 36-741 Zielona Góra",LUBUSKIE,ZIELONA GÓRA,ZIELONA GÓRA,ZIELONA GÓRA,18-794,542 191 061,biuro101@example.test,,66.22.Z,2016-06-01
793635081,8454410420,0000741852,OPTIMA TRADE SP Z OO,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"Wiosenna 80/81, 87-360 Szczecin",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,SZCZECIN,14-342,+48 610 228 165,biuro102@example.test,,62.02.Z,2025-02-21
311759282,5778008270,,ROBERT MAZUR KONSULTING,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"ulica Wiosenna 102/22, 75-935 Toruń",DOLNOŚLĄSKIE,WROCŁAW,WROCŁAW,WROCŁAW,35-836,(48) 508399972,biuro103@example.test,https://www.podmiot103.example.test,62.02.Z,2024-05-30
307108033,9136047916,0000855562,ORBIS RETAIL SOLUTIONS SP Z O O,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"ulica Topolowa 43/89, 02-950 Łódź",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ,48-817,(48) 511641332,biuro104@example.test,https://www.podmiot104.example.test,62.01.Z,2016-04-25
949866383,3029682543,0000570793,OPTIMA TRADE FINANSE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"ulica Piłsudskiego 8, 51-444 Łódź",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ,56-762,502 907 388,biuro105@example.test,https://www.podmiot105.example.test,66.22.Z,2013-05-19
151035381,8381163736,0000625358,Aurum Invest Technologie SP Z O O,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"ulica Topolowa 61/25, 78-516 Olsztyn",WARMIŃSKO-MAZURSKIE,OLSZTYN,OLSZTYN,OLSZTYN,72-217,+48 586 832 558,biuro106@example.test,,64.99.Z,2021-10-16
851693056,2284822875,0000661139,BALTIC MED SUPPLY HOLDING S.A.,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"ulica Łąkowa 29, 74-813 Poznań",WIELKOPOLSKIE,POZNAŃ,POZNAŃ,POZNAŃ,06-248,(48) 500440856,biuro107@example.test,https://www.podmiot107.example.test,62.01.Z,2025-01-19
921626471,2648972758,0000445680,POLARIS CAPITAL SP Z O O,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"Krótka 148/87, 81-446 Katowice",ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE,04-362,(48) 729387302,biuro108@example.test,,62.01.Z,2018-10-30
342275189,5695000432,,BARBARA MAZUR KONSULTING,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"ul. Portowa 58/43, 86-234 Gdynia",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,SZCZECIN,91-172,+48 606 801 795,biuro109@example.test,https://www.podmiot109.example.test,64.99.Z,2023-11-21
311337641,3661246343,0000172179,Baltic Med Supply SP Z O O,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"Krótka 3, 92-154 Olsztyn",WARMIŃSKO-MAZURSKIE,OLSZTYN,OLSZTYN,OLSZTYN,22-826,48-728-708-387,biuro110@example.test,https://www.podmiot110.example.test,62.02.Z,2021-03-20
276354758,9514078758,0000186271,SILESIA INVEST SPÓŁKA AKCYJNA,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"Piłsudskiego 103/61, 90-379 Gdańsk",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK,03-891,595717619,biuro111@example.test,https://www.podmiot111.example.test,62.01.Z,2022-04-19
903907379,8449328265,,PIOTR WIŚNIEWSKI USŁUGI FINANSOWE,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ul. Żeromskiego 35/54, 12-986 Poznań",WARMIŃSKO-MAZURSKIE,OLSZTYN,OLSZTYN,OLSZTYN,96-840,(48) 786655781,biuro112@example.test,https://www.podmiot112.example.test,66.22.Z,2025-08-06
711393710,0312197362,0000346980,HELIOS MARKETS SP Z OO,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"ul. Krótka 125, 57-818 Kielce",ŚWIĘTOKRZYSKIE,KIELCE,KIELCE,KIELCE,59-562,(48) 639468812,biuro113@example.test,,64.99.Z,2022-04-15
485672519,6901326995,,MONIKA NOWACKA STUDIO DANYCH,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ulica Kościuszki 49, 00-113 Kraków",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ,53-306,560345865,biuro114@example.test,,66.22.Z,2023-11-30
316266420,9971392852,,DOROTA KOZŁOWSKA STUDIO DANYCH,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"ul. Jarzębinowa 68, 09-147 Bydgoszcz",KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,TORUŃ,70-844,580 439 227,biuro115@example.test,https://www.podmiot115.example.test,66.22.Z,2018-09-22
928389040,3668751989,,ANNA WOŹNIAK STUDIO DANYCH,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"ul. Bałtycka 110/64, 86-816 Toruń",KUJAWSKO-POMORSKIE,TORUŃ,TORUŃ,TORUŃ,31-119,(48) 603846244,biuro116@example.test,,66.22.Z,2018-11-03
830976804,6764684412,0000309889,Baltic Med Supply S.A.,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"ulica Krótka 9, 59-415 Katowice",ŚLĄSKIE,KATOWICE,KATOWICE,KATOWICE,82-892,(48) 763499544,biuro117@example.test,https://www.podmiot117.example.test,62.01.Z,2019-05-04
102235170,8617120419,,MARIA KRAWCZYK BIURO UBEZPIECZEŃ,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ul. Krótka 5, 99-188 Opole",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ,68-382,+48 719 219 555,biuro118@example.test,https://www.podmiot118.example.test,64.99.Z,2022-10-24
024052857,0880861093,0000509022,VISTULA FINTECH SP Z OO,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"ulica Żeromskiego 133/58, 20-537 Kielce",ŚWIĘTOKRZYSKIE,KIELCE,KIELCE,KIELCE,85-656,505343408,biuro119@example.test,,62.02.Z,2025-06-28
025880177,7330153992,0000698170,AURUM INVEST SPÓŁKA AKCYJNA,spółka z ograniczoną odpowiedzialnością,własność prywatna krajowa,"ul. Długa 32/36, 70-678 Zielona Góra",LUBUSKIE,ZIELONA GÓRA,ZIELONA GÓRA,ZIELONA GÓRA,83-465,48-546-135-883,biuro120@example.test,https://www.podmiot120.example.test,62.02.Z,2021-05-15
749820915,2746564612,,ELŻBIETA WOJCIECHOWSKA STUDIO DANYCH,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ulica Mickiewicza 133, 47-400 Toruń",ZACHODNIOPOMORSKIE,SZCZECIN,SZCZECIN,SZCZECIN,35-695,510980828,biuro121@example.test,,66.22.Z,2015-01-09
505072974,2019294419,,BARBARA CIEŚLICKA KONSULTING,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ulica Kościuszki 34/61, 43-777 Toruń",POMORSKIE,GDAŃSK,GDAŃSK,GDAŃSK,52-321,48-614-891-955,biuro122@example.test,https://www.podmiot122.example.test,62.01.Z,2016-05-06
171588101,1305115942,0000638625,SILESIA INVEST SERVICES SP Z OO,spółka z ograniczoną odpowiedzialnością,własność krajowa osób fizycznych,"08-128 Lublin, ul Kwiatowa 92 m. 53",LUBELSKIE,LUBLIN,LUBLIN,LUBLIN,34-865,48-606-466-560,biuro123@example.test,https://www.podmiot123.example.test,62.02.Z,2014-01-14
846606294,1065423465,,MAŁGORZATA SZYMAŃSKA POŚREDNICTWO,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"ulica Długa 144/16, 86-411 Szczecin",PODLASKIE,BIAŁYSTOK,BIAŁYSTOK,BIAŁYSTOK,55-950,(48) 627318915,biuro124@example.test,https://www.podmiot124.example.test,64.99.Z,2023-04-06
532233146,6115063133,,JUSTYNA JANKOWSKA STUDIO DANYCH,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"Głogowska 44/19, 63-983 Łódź",ŁÓDZKIE,ŁÓDŹ,ŁÓDŹ,ŁÓDŹ,82-415,(48) 738480279,biuro125@example.test,https://www.podmiot125.example.test,66.22.Z,2024-06-21
451104121,9533269548,,JAKUB DUDA BIURO UBEZPIECZEŃ,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"56-891 Wrocław, ul Piłsudskiego 45",KUJAWSKO-POMORSKIE,BYDGOSZCZ,BYDGOSZCZ,BYDGOSZCZ,36-609,523256957,biuro126@example.test,https://www.podmiot126.example.test,62.01.Z,2020-10-22
367396002,6508830842,,TOMASZ KOZŁOWSKI STUDIO DANYCH,osoba fizyczna prowadząca działalność gospodarczą,własność prywatna krajowa,"Jarzębinowa 125, 06-275 Poznań",MAZOWIECKIE,WARSZAWA,WARSZAWA,WARSZAWA,27-985,+48 629 142 461,biuro127@example.test,https://www.podmiot127.example.test,62.02.Z,2023-02-01
714714882,2711573464,,ŁUKASZ DUDA KONSULTING,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"Kwiatowa 9/18, 41-617 Olsztyn",PODKARPACKIE,RZESZÓW,RZESZÓW,RZESZÓW,72-466,703 132 554,biuro128@example.test,,62.02.Z,2020-07-09
999088886,7482909728,,MONIKA JANKOWSKA KONSULTING,osoba fizyczna prowadząca działalność gospodarczą,własność krajowa osób fizycznych,"98-426 Wrocław, ul Kościuszki 84",OPOLSKIE,OPOLE,OPOLE,OPOLE,22-660,604615557,biuro129@example.test,https://www.podmiot129.example.test,62.02.Z,2011-06-06
